RaceName,Sex,AgeGroup,CountyName,CommunicationType,ElectionType,count
Black,M,18-29,MIDLAND,text,lpv,33
Caucasian,F,45-64,SAGINAW,mail,lpv,27
Caucasian,M,65+,IONIA,text,scomi,6
Unknown,M,30-44,SHIAWASSEE,text,lpv,14
Asian,M,18-29,KALAMAZOO,text,oakland county prosecutor race,1
Caucasian,F,18-29,MASON,mail,lpv,4
Caucasian,F,65+,CHIPPEWA,mail,oakland,6
Caucasian,F,45-64,MACKINAC,text,scomi,3
Caucasian,M,18-29,CHIPPEWA,postcards,lpv,8
Caucasian,F,30-44,ST. JOSEPH,mail,lpv,3
Native American,F,30-44,OAKLAND,text,lpv,3
Caucasian,F,65+,IOSCO,call,oakland,6
Caucasian,F,18-29,ALCONA,mail,lpv,1
Caucasian,F,30-44,LAPEER,phone,oakland prosecutor,2
Black,M,30-44,CHARLEVOIX,text,lpv,1
Black,M,18-29,HOUGHTON,text,lpv,1
Black,F,30-44,WASHTENAW,mail,lpv,2761
Caucasian,F,30-44,INGHAM,text,lpv,23391
Caucasian,F,65+,MIDLAND,text,lpv,852
Hispanic,F,30-44,KENT,text,lpv,10156
Caucasian,F,30-44,HILLSDALE,text,lpv,1098
Caucasian,F,18-29,DICKINSON,text,lpv,433
Caucasian,F,45-64,SAGINAW,text,scomi,618
Caucasian,F,18-29,LAPEER,text,lpv,2250
Hispanic,F,18-29,GENESEE,text,lpv,744
Asian,F,30-44,WAYNE,text,lpv,5856
Hispanic,F,65+,LENAWEE,call,lpv,135
Caucasian,F,45-64,CASS,text,lpv,535
Caucasian,M,65+,BAY,text,oakland,2
Caucasian,F,30-44,DELTA,text,lpv,1337
Asian,F,65+,WASHTENAW,call,lpv,210
Caucasian,F,18-29,MONROE,mail,lpv,41
Caucasian,M,45-64,CLARE,text,lpv,239
Hispanic,F,65+,MACOMB,text,scomi,43
Hispanic,M,65+,MONTCALM,call,lpv,13
Black,F,45-64,BRANCH,call,lpv,5
Caucasian,M,18-29,GRAND TRAVERSE,text,scomi,11
Caucasian,F,65+,MACOMB,text,oakland prosecutor,12
Caucasian,M,45-64,CHEBOYGAN,postcards,lpv,11
Native American,F,45-64,KENT,text,lpv,24
Asian,M,30-44,KALAMAZOO,text,lpv,433
Caucasian,M,65+,MONROE,postcards,lpv,71
Asian,F,30-44,INGHAM,postcards,lpv,1
Unknown,M,45-64,MUSKEGON,text,scomi,50
Caucasian,F,65+,BERRIEN,text,oakland county prosecutor race,4
Unknown,M,45-64,ISABELLA,call,lpv,17
Asian,F,18-29,INGHAM,text,scomi,29
Native American,F,30-44,ISABELLA,call,lpv,9
Caucasian,F,45-64,IOSCO,text,oakland county prosecutor race,5
Caucasian,F,30-44,DELTA,postcards,lpv,23
Black,M,30-44,GENESEE,text,oakland,6
Black,M,65+,VAN BUREN,text,lpv,15
Native American,F,30-44,MENOMINEE,text,lpv,1
Caucasian,F,65+,SANILAC,text,oakland,8
Caucasian,M,45-64,ALPENA,postcards,lpv,4
Caucasian,M,30-44,ANTRIM,text,oakland,4
Caucasian,M,18-29,BENZIE,text,scomi,4
Caucasian,F,30-44,GRAND TRAVERSE,mail,oakland,21
Black,M,30-44,WEXFORD,call,lpv,3
Black,M,45-64,MECOSTA,call,lpv,2
Hispanic,M,45-64,INGHAM,text,oakland,1
Unknown,M,45-64,WAYNE,text,oakland,20
Hispanic,M,45-64,BENZIE,text,lpv,1
Asian,F,45-64,ISABELLA,call,lpv,1
Black,F,65+,MACOMB,call,oakland,5
Caucasian,F,18-29,LAKE,mail,lpv,2
Asian,M,30-44,MACOMB,text,oakland county prosecutor race,2
Hispanic,M,65+,HURON,text,lpv,1
Caucasian,M,30-44,LAKE,postcards,lpv,2
Caucasian,U,18-29,LIVINGSTON,text,lpv,6
Hispanic,M,18-29,MACOMB,text,oakland county prosecutor race,6
Black,F,65+,KENT,text,oakland,3
Caucasian,M,30-44,KALAMAZOO,text,lpv,17684
Caucasian,F,45-64,ST. JOSEPH,postcards,lpv,5
Caucasian,F,65+,MACOMB,text,oakland,136
Black,M,30-44,KENT,mail,lpv,3187
Hispanic,F,45-64,VAN BUREN,text,lpv,515
Asian,F,30-44,KENT,mail,lpv,196
Caucasian,M,30-44,WEXFORD,text,lpv,727
Asian,F,45-64,MACOMB,text,lpv,5126
Caucasian,F,65+,CHIPPEWA,text,lpv,332
Unknown,F,45-64,INGHAM,mail,lpv,302
Caucasian,F,18-29,MENOMINEE,call,lpv,101
Caucasian,M,65+,GOGEBIC,text,lpv,182
Caucasian,M,30-44,MONTMORENCY,text,lpv,144
Black,F,65+,INGHAM,mail,lpv,337
Asian,M,45-64,KENT,mail,lpv,297
Caucasian,F,18-29,MANISTEE,text,lpv,407
Caucasian,M,18-29,KALKASKA,call,lpv,141
Caucasian,F,18-29,LEELANAU,text,scomi,5
Caucasian,M,30-44,MIDLAND,mail,lpv,73
Hispanic,F,45-64,MARQUETTE,text,lpv,32
Black,M,45-64,MONROE,call,lpv,70
Native American,M,45-64,WAYNE,mail,lpv,3
Hispanic,F,30-44,MANISTEE,text,lpv,24
Unknown,F,30-44,TUSCOLA,text,lpv,8
Black,F,45-64,PRESQUE ISLE,text,lpv,7
Caucasian,F,30-44,ALGER,call,lpv,88
Black,M,65+,ST. JOSEPH,text,lpv,4
Black,M,18-29,BAY,mail,lpv,38
Asian,M,18-29,GENESEE,text,lpv,70
Caucasian,M,45-64,OSCEOLA,text,scomi,4
Caucasian,M,30-44,CHEBOYGAN,postcards,lpv,3
Caucasian,M,45-64,OTSEGO,call,lpv,8
Caucasian,M,45-64,MACKINAC,text,oakland county prosecutor race,1
Hispanic,F,65+,BERRIEN,call,lpv,15
Unknown,M,65+,ISABELLA,text,scomi,10
Hispanic,M,30-44,PRESQUE ISLE,call,lpv,2
Unknown,M,18-29,GOGEBIC,call,lpv,1
Unknown,F,45-64,MONTCALM,call,lpv,4
Caucasian,F,65+,OSCEOLA,postcards,lpv,11
Unknown,F,18-29,SAGINAW,text,oakland,2
Caucasian,M,30-44,MONROE,text,oakland,1
Native American,F,65+,ISABELLA,text,lpv,1
Black,M,65+,ALGER,text,lpv,1
Asian,F,45-64,GENESEE,mail,lpv,3
Hispanic,F,45-64,SCHOOLCRAFT,text,lpv,1
Caucasian,F,30-44,ST. JOSEPH,text,oakland county prosecutor race,3
Black,M,45-64,INGHAM,text,oakland,4
Native American,F,45-64,ALGER,call,lpv,3
Caucasian,F,65+,EMMET,mail,oakland,18
Hispanic,M,18-29,MECOSTA,mail,lpv,2
Native American,M,30-44,BRANCH,call,lpv,3
Unknown,M,45-64,CHARLEVOIX,text,lpv,1
Caucasian,F,30-44,MONROE,text,lpv,6915
Caucasian,F,30-44,WAYNE,call,lpv,16494
Unknown,F,45-64,OAKLAND,text,oakland county prosecutor race,1392
Black,F,18-29,MACOMB,text,scomi,1397
Caucasian,F,18-29,INGHAM,call,lpv,4069
Black,F,18-29,KENT,call,lpv,1774
Black,M,30-44,INGHAM,mail,lpv,2386
Caucasian,F,18-29,WASHTENAW,call,lpv,6254
Black,M,18-29,OAKLAND,text,lpv,6989
Caucasian,F,18-29,HOUGHTON,text,lpv,699
Hispanic,F,18-29,WAYNE,text,lpv,8511
Hispanic,F,45-64,MACOMB,call,lpv,251
Caucasian,F,18-29,NEWAYGO,call,lpv,444
Black,M,65+,GOGEBIC,call,lpv,5
Caucasian,M,30-44,BAY,text,scomi,501
Hispanic,M,65+,BAY,call,lpv,65
Caucasian,M,30-44,DICKINSON,text,lpv,576
Unknown,F,45-64,GRAND TRAVERSE,call,lpv,10
Black,M,30-44,WASHTENAW,text,scomi,723
Hispanic,M,30-44,OCEANA,text,lpv,120
Hispanic,F,18-29,BERRIEN,text,lpv,537
Black,F,30-44,LENAWEE,text,lpv,54
Hispanic,F,30-44,ST. JOSEPH,text,lpv,255
Unknown,F,30-44,VAN BUREN,call,lpv,34
Unknown,F,65+,LAPEER,call,lpv,5
Caucasian,F,65+,MONROE,text,oakland county prosecutor race,4
Black,F,30-44,VAN BUREN,call,lpv,42
Black,M,45-64,ALLEGAN,call,lpv,25
Hispanic,F,30-44,GRAND TRAVERSE,call,lpv,40
Hispanic,F,45-64,ARENAC,text,lpv,2
Caucasian,F,65+,ALPENA,text,scomi,10
Black,M,45-64,MARQUETTE,mail,lpv,18
Caucasian,F,18-29,MACKINAC,postcards,lpv,1
Asian,F,18-29,CALHOUN,mail,lpv,25
Caucasian,F,65+,WAYNE,phone,oakland,44
Caucasian,F,45-64,ANTRIM,phone,oakland,11
Hispanic,F,65+,IONIA,call,lpv,21
Native American,F,65+,OAKLAND,phone,oakland prosecutor,6
Black,M,30-44,ROSCOMMON,text,lpv,2
Unknown,M,30-44,CLINTON,call,lpv,11
Caucasian,U,18-29,BERRIEN,text,lpv,12
Asian,M,30-44,BAY,text,lpv,25
Hispanic,F,45-64,OAKLAND,postcards,lpv,26
Caucasian,M,18-29,LAKE,text,oakland,3
Black,F,30-44,CLINTON,mail,lpv,21
Hispanic,M,30-44,MISSAUKEE,text,lpv,8
Black,M,45-64,LUCE,call,lpv,4
Hispanic,M,65+,BRANCH,text,lpv,15
Caucasian,M,18-29,MIDLAND,text,scomi,25
Asian,U,30-44,OAKLAND,text,oakland,1
Hispanic,F,65+,BERRIEN,postcards,lpv,7
Caucasian,F,65+,LIVINGSTON,call,oakland,8
Native American,F,30-44,ROSCOMMON,text,lpv,1
Black,F,30-44,MASON,text,lpv,18
Black,F,45-64,VAN BUREN,mail,lpv,2
Native American,F,65+,GENESEE,text,lpv,8
Asian,F,65+,MONROE,call,lpv,1
Unknown,F,18-29,ST. CLAIR,text,scomi,3
Unknown,F,18-29,CLINTON,mail,oakland,12
Caucasian,M,65+,ISABELLA,text,scomi,46
Black,M,30-44,CALHOUN,postcards,lpv,4
Asian,M,30-44,WAYNE,mail,lpv,2140
Asian,M,18-29,OAKLAND,text,oakland county prosecutor race,848
Caucasian,F,30-44,TUSCOLA,call,lpv,791
Unknown,M,45-64,ISABELLA,mail,lpv,24
Caucasian,M,30-44,OSCODA,text,lpv,100
Caucasian,F,18-29,GRATIOT,text,lpv,648
Black,F,30-44,ISABELLA,call,lpv,26
Unknown,F,45-64,CALHOUN,text,scomi,43
Hispanic,F,30-44,BAY,text,scomi,142
Caucasian,F,45-64,CALHOUN,postcards,lpv,34
Caucasian,M,30-44,MACOMB,text,oakland,167
Unknown,F,30-44,ALLEGAN,call,lpv,38
Hispanic,M,45-64,GENESEE,text,scomi,169
Caucasian,M,65+,EMMET,postcards,lpv,14
Unknown,F,45-64,MASON,call,lpv,7
Caucasian,F,45-64,GRAND TRAVERSE,text,scomi,29
Hispanic,F,30-44,GRATIOT,text,lpv,72
Unknown,M,18-29,CALHOUN,call,lpv,15
Black,M,30-44,CLINTON,mail,lpv,14
Hispanic,M,30-44,HILLSDALE,text,lpv,20
Caucasian,M,18-29,ANTRIM,text,scomi,3
Caucasian,F,30-44,GLADWIN,mail,oakland,12
Hispanic,M,45-64,GLADWIN,call,lpv,7
Black,F,30-44,WASHTENAW,mail,oakland,6
Hispanic,M,45-64,OSCEOLA,call,lpv,1
Caucasian,F,30-44,MACOMB,phone,oakland,53
Caucasian,U,18-29,OTTAWA,call,lpv,5
Hispanic,M,45-64,GOGEBIC,text,lpv,1
Caucasian,M,18-29,IONIA,text,scomi,9
Caucasian,M,45-64,GRATIOT,text,oakland,1
Caucasian,M,45-64,MIDLAND,postcards,lpv,5
Unknown,F,65+,CALHOUN,call,lpv,12
Hispanic,F,30-44,GENESEE,postcards,lpv,13
Asian,U,45-64,WASHTENAW,mail,lpv,13
Unknown,F,30-44,MASON,call,lpv,6
Asian,F,65+,ISABELLA,mail,lpv,2
Unknown,F,18-29,NEWAYGO,call,lpv,6
Caucasian,F,45-64,MACKINAC,postcards,lpv,7
Caucasian,U,18-29,KENT,mail,lpv,2
Asian,F,30-44,ST. CLAIR,text,lpv,1
Black,M,45-64,OCEANA,call,lpv,4
Native American,F,65+,SAGINAW,text,lpv,1
Caucasian,F,45-64,WAYNE,text,scomi,6164
Asian,F,65+,MACOMB,mail,lpv,631
Black,F,18-29,WAYNE,call,lpv,18032
Caucasian,F,65+,WASHTENAW,text,scomi,1494
Caucasian,M,30-44,WASHTENAW,mail,lpv,5083
Caucasian,M,30-44,CALHOUN,text,lpv,6551
Black,F,18-29,GENESEE,text,lpv,13774
Caucasian,F,18-29,ISABELLA,mail,lpv,544
Hispanic,M,45-64,OTTAWA,call,lpv,644
Black,F,30-44,ST. CLAIR,text,lpv,969
Hispanic,M,65+,INGHAM,text,lpv,1027
Hispanic,M,30-44,LENAWEE,call,lpv,227
Caucasian,F,30-44,ALPENA,text,lpv,961
Black,M,65+,JACKSON,text,scomi,2
Caucasian,M,30-44,CLINTON,text,scomi,57
Black,F,18-29,MASON,text,lpv,9
Black,F,65+,KALAMAZOO,postcards,lpv,18
Caucasian,F,30-44,SAGINAW,postcards,lpv,37
Hispanic,M,65+,ARENAC,text,lpv,7
Unknown,M,45-64,LENAWEE,text,lpv,67
Asian,F,30-44,SAGINAW,call,lpv,13
Asian,M,65+,MONROE,text,lpv,1
Caucasian,F,65+,NEWAYGO,text,scomi,21
Caucasian,F,65+,WASHTENAW,phone,oakland prosecutor,7
Native American,M,30-44,ALLEGAN,text,lpv,1
Asian,M,45-64,MONROE,call,lpv,9
Hispanic,F,18-29,SHIAWASSEE,call,lpv,26
Black,U,18-29,KENT,call,lpv,11
Caucasian,M,30-44,ALLEGAN,text,oakland prosecutor,3
Black,F,65+,LENAWEE,text,lpv,16
Caucasian,M,45-64,GOGEBIC,text,scomi,3
Caucasian,F,45-64,KENT,text,oakland county prosecutor race,6
Caucasian,M,45-64,BERRIEN,call,lpv,30
Hispanic,F,18-29,MIDLAND,mail,oakland,9
Caucasian,F,45-64,OTTAWA,call,lpv,29
Caucasian,F,65+,BERRIEN,mail,oakland,1
Black,F,65+,GOGEBIC,text,lpv,8
Asian,F,30-44,BERRIEN,mail,lpv,2
Caucasian,F,30-44,SHIAWASSEE,mail,lpv,12
Caucasian,M,65+,OTTAWA,text,oakland county prosecutor race,2
Caucasian,M,45-64,SHIAWASSEE,text,oakland county prosecutor race,1
Caucasian,M,45-64,MANISTEE,postcards,lpv,3
Caucasian,M,65+,WASHTENAW,phone,oakland prosecutor,6
Hispanic,M,65+,ARENAC,call,lpv,4
Native American,F,30-44,MONROE,text,lpv,1
Hispanic,F,30-44,OTTAWA,text,oakland,3
Hispanic,M,45-64,WAYNE,phone,oakland prosecutor,2
Unknown,F,45-64,OGEMAW,call,lpv,3
Caucasian,M,18-29,BARRY,mail,oakland,8
Unknown,M,45-64,GRAND TRAVERSE,text,lpv,7
Caucasian,F,45-64,WASHTENAW,call,oakland,4
Hispanic,F,45-64,INGHAM,text,oakland,1
Asian,F,65+,OAKLAND,mail,lpv,1342
Caucasian,M,30-44,SAGINAW,call,lpv,2256
Black,F,30-44,GENESEE,call,lpv,5072
Black,M,65+,WAYNE,postcards,lpv,1330
Caucasian,M,18-29,SAGINAW,text,lpv,5144
Caucasian,M,18-29,OAKLAND,text,lpv,24988
Caucasian,F,18-29,WASHTENAW,text,scomi,2319
Caucasian,F,18-29,EATON,call,lpv,1240
Black,F,45-64,CHIPPEWA,call,lpv,32
Unknown,M,18-29,MACOMB,mail,lpv,631
Caucasian,M,18-29,CHARLEVOIX,text,lpv,485
Black,F,18-29,EATON,mail,lpv,189
Caucasian,F,30-44,TUSCOLA,text,scomi,16
Caucasian,F,45-64,OCEANA,text,scomi,12
Hispanic,F,45-64,MACOMB,postcards,lpv,11
Caucasian,M,30-44,SHIAWASSEE,text,oakland county prosecutor race,6
Unknown,F,18-29,MUSKEGON,call,lpv,21
Caucasian,F,18-29,WAYNE,text,oakland county prosecutor race,101
Caucasian,M,45-64,IOSCO,mail,oakland,13
Caucasian,M,18-29,GOGEBIC,text,lpv,194
Unknown,M,65+,CALHOUN,text,lpv,143
Black,F,18-29,OTSEGO,text,scomi,1
Native American,F,30-44,WASHTENAW,call,lpv,4
Caucasian,F,65+,LENAWEE,text,oakland county prosecutor race,3
Asian,F,65+,MUSKEGON,call,lpv,6
Caucasian,M,30-44,LAPEER,postcards,lpv,2
Caucasian,M,65+,MONROE,text,oakland county prosecutor race,2
Caucasian,F,30-44,KALKASKA,text,scomi,2
Caucasian,M,30-44,GRATIOT,text,scomi,5
Unknown,M,45-64,ST. CLAIR,call,lpv,10
Caucasian,F,45-64,TUSCOLA,mail,lpv,2
Hispanic,F,30-44,IONIA,postcards,lpv,2
Native American,M,18-29,MARQUETTE,text,lpv,24
Caucasian,F,65+,KENT,text,scomi,856
Caucasian,M,30-44,TUSCOLA,text,lpv,1166
Unknown,F,30-44,INGHAM,mail,lpv,540
Unknown,M,18-29,INGHAM,call,lpv,161
Asian,M,18-29,OAKLAND,mail,oakland,2823
Black,F,18-29,ST. CLAIR,mail,lpv,167
Hispanic,M,30-44,INGHAM,mail,lpv,1182
Hispanic,M,65+,GRATIOT,call,lpv,49
Unknown,F,65+,MACOMB,mail,lpv,345
Hispanic,F,45-64,MUSKEGON,mail,lpv,123
Unknown,M,45-64,ST. CLAIR,text,lpv,53
Hispanic,M,30-44,CALHOUN,mail,lpv,195
Black,F,30-44,LAPEER,call,lpv,14
Black,M,65+,WAYNE,phone,oakland,47
Caucasian,F,18-29,MISSAUKEE,text,lpv,187
Hispanic,F,45-64,MUSKEGON,text,scomi,70
Hispanic,M,45-64,MONROE,call,lpv,108
Caucasian,F,45-64,EATON,mail,lpv,18
Asian,F,30-44,MECOSTA,text,lpv,2
Hispanic,M,45-64,OCEANA,call,lpv,52
Caucasian,M,30-44,CHARLEVOIX,text,oakland prosecutor,2
Caucasian,M,18-29,NEWAYGO,text,scomi,6
Asian,M,18-29,ALLEGAN,text,lpv,16
Asian,F,65+,GENESEE,text,lpv,68
Caucasian,M,30-44,CRAWFORD,mail,oakland,1
Caucasian,M,18-29,MARQUETTE,text,oakland,1
Unknown,F,18-29,BAY,postcards,lpv,5
Black,F,45-64,BRANCH,text,lpv,8
Unknown,F,18-29,KENT,text,oakland county prosecutor race,4
Black,F,45-64,SANILAC,text,lpv,1
Caucasian,F,65+,WEXFORD,mail,oakland,16
Caucasian,F,45-64,CLINTON,phone,oakland,4
Caucasian,M,30-44,LAPEER,text,oakland prosecutor,5
Unknown,F,18-29,ALGER,call,lpv,7
Asian,F,30-44,MUSKEGON,text,lpv,10
Caucasian,F,30-44,BAY,text,oakland county prosecutor race,2
Asian,F,65+,HOUGHTON,text,lpv,1
Hispanic,M,18-29,HOUGHTON,call,lpv,1
Caucasian,F,30-44,MECOSTA,call,lpv,551
Caucasian,F,18-29,OAKLAND,mail,oakland,22310
Hispanic,M,18-29,BAY,mail,lpv,137
Caucasian,F,18-29,OAKLAND,phone,oakland prosecutor,2562
Caucasian,M,18-29,MACOMB,call,lpv,11179
Unknown,M,30-44,KENT,mail,lpv,409
Black,F,18-29,KALAMAZOO,call,lpv,910
Hispanic,F,18-29,OAKLAND,mail,lpv,601
Caucasian,F,45-64,ANTRIM,text,lpv,369
Hispanic,F,65+,CHARLEVOIX,call,lpv,3
Caucasian,M,45-64,GLADWIN,mail,oakland,15
Caucasian,F,18-29,WAYNE,postcards,lpv,223
Hispanic,M,45-64,LIVINGSTON,text,lpv,150
Caucasian,M,65+,MIDLAND,text,scomi,30
Hispanic,M,45-64,MACOMB,text,lpv,1268
Caucasian,F,18-29,WASHTENAW,call,oakland,5
Caucasian,F,18-29,HURON,text,scomi,6
Caucasian,M,18-29,ST. JOSEPH,text,lpv,575
Black,F,30-44,IONIA,call,lpv,30
Unknown,F,45-64,BAY,call,lpv,21
Asian,M,18-29,KALAMAZOO,call,lpv,69
Caucasian,M,18-29,MACOMB,postcards,lpv,111
Asian,F,18-29,WAYNE,postcards,lpv,12
Hispanic,F,30-44,GRAND TRAVERSE,text,lpv,67
Caucasian,M,45-64,WAYNE,mail,oakland,66
Hispanic,M,18-29,MECOSTA,text,lpv,14
Black,M,30-44,WAYNE,call,oakland,15
Asian,M,45-64,CASS,text,lpv,6
Asian,M,30-44,MACOMB,postcards,lpv,21
Caucasian,F,18-29,NEWAYGO,text,oakland county prosecutor race,1
Caucasian,F,45-64,CRAWFORD,mail,lpv,1
Caucasian,F,45-64,LIVINGSTON,text,oakland prosecutor,3
Caucasian,F,30-44,TUSCOLA,text,oakland county prosecutor race,1
Caucasian,F,30-44,GENESEE,text,oakland prosecutor,5
Caucasian,F,30-44,IOSCO,text,scomi,2
Native American,F,18-29,KENT,mail,lpv,2
Black,M,18-29,CASS,text,scomi,1
Hispanic,F,65+,MANISTEE,call,lpv,4
Caucasian,F,65+,CLINTON,mail,oakland,6
Asian,M,65+,GENESEE,postcards,lpv,6
Hispanic,M,30-44,GOGEBIC,call,lpv,1
Hispanic,F,45-64,CHEBOYGAN,text,lpv,6
Hispanic,F,18-29,EMMET,text,scomi,1
Caucasian,F,18-29,GRATIOT,text,oakland,3
Asian,M,18-29,BARRY,text,lpv,1
Asian,M,65+,OAKLAND,mail,oakland,6293
Caucasian,M,18-29,WASHTENAW,text,lpv,27450
Caucasian,F,18-29,OAKLAND,postcards,lpv,463
Black,M,18-29,GENESEE,call,lpv,1855
Caucasian,M,18-29,GRAND TRAVERSE,postcards,lpv,21
Caucasian,F,45-64,LAPEER,postcards,lpv,22
Caucasian,M,65+,MASON,text,lpv,290
Unknown,F,30-44,MONROE,call,lpv,34
Hispanic,F,18-29,GRAND TRAVERSE,text,lpv,21
Caucasian,F,45-64,MUSKEGON,text,scomi,566
Black,F,45-64,OAKLAND,call,oakland,5791
Caucasian,M,30-44,ALPENA,text,lpv,684
Hispanic,M,45-64,GENESEE,text,lpv,1552
Caucasian,M,18-29,MIDLAND,call,lpv,748
Asian,M,18-29,EATON,text,lpv,53
Unknown,M,30-44,SAGINAW,mail,lpv,86
Caucasian,F,30-44,WAYNE,call,oakland,46
Asian,M,18-29,KENT,text,scomi,25
Caucasian,M,30-44,WAYNE,postcards,lpv,353
Caucasian,F,45-64,KENT,postcards,lpv,79
Hispanic,M,18-29,INGHAM,text,scomi,181
Black,F,30-44,VAN BUREN,text,scomi,2
Caucasian,M,18-29,MACOMB,text,oakland prosecutor,8
Native American,M,30-44,BAY,mail,lpv,1
Caucasian,F,18-29,BARRY,text,scomi,15
Black,F,65+,VAN BUREN,text,lpv,27
Caucasian,F,45-64,KALKASKA,postcards,lpv,5
Native American,F,18-29,KENT,text,lpv,8
Black,F,65+,MACOMB,phone,oakland,10
Caucasian,U,18-29,GENESEE,call,lpv,1
Caucasian,M,65+,ST. CLAIR,mail,oakland,15
Black,F,30-44,MACKINAC,text,lpv,3
Unknown,M,45-64,EMMET,call,lpv,4
Caucasian,M,30-44,DELTA,text,scomi,4
Caucasian,F,45-64,GLADWIN,mail,oakland,8
Caucasian,M,65+,OTSEGO,postcards,lpv,5
Hispanic,F,18-29,LAKE,text,lpv,1
Caucasian,M,18-29,ROSCOMMON,mail,lpv,4
Unknown,F,30-44,MACKINAC,mail,lpv,12
Caucasian,F,30-44,GRATIOT,mail,lpv,6
Caucasian,F,30-44,KEWEENAW,text,oakland county prosecutor race,2
Hispanic,M,30-44,LENAWEE,text,scomi,1
Hispanic,M,45-64,MACOMB,text,oakland county prosecutor race,5
Hispanic,M,30-44,DICKINSON,text,lpv,12
Caucasian,M,45-64,OTSEGO,text,scomi,1
Caucasian,F,30-44,CHARLEVOIX,text,oakland county prosecutor race,1
Asian,M,45-64,SAGINAW,mail,lpv,1
Asian,F,30-44,CLINTON,mail,lpv,4
Black,M,65+,CALHOUN,postcards,lpv,6
Asian,M,65+,LIVINGSTON,text,oakland,4
Caucasian,F,65+,KALKASKA,text,oakland prosecutor,2
Caucasian,M,65+,SAGINAW,mail,oakland,6
Black,F,45-64,MACOMB,call,lpv,6951
Caucasian,M,30-44,OTTAWA,call,lpv,4643
Black,F,30-44,WAYNE,text,scomi,16952
Caucasian,F,18-29,KENT,text,lpv,34048
Caucasian,M,45-64,INGHAM,text,lpv,2931
Caucasian,F,65+,JACKSON,text,lpv,2198
Asian,F,65+,WAYNE,mail,lpv,629
Caucasian,F,65+,EMMET,text,lpv,480
Caucasian,F,18-29,CHIPPEWA,text,lpv,450
Caucasian,F,30-44,ALPENA,call,lpv,450
Caucasian,F,18-29,MASON,call,lpv,227
Unknown,F,18-29,GENESEE,text,scomi,25
Unknown,M,18-29,INGHAM,mail,lpv,331
Caucasian,M,65+,BAY,text,oakland county prosecutor race,4
Hispanic,F,30-44,OAKLAND,mail,lpv,864
Unknown,M,30-44,MACOMB,call,lpv,733
Asian,F,65+,MACOMB,text,lpv,1631
Hispanic,M,18-29,MIDLAND,call,lpv,42
Hispanic,M,18-29,VAN BUREN,text,lpv,324
Caucasian,F,30-44,OCEANA,mail,lpv,1
Black,M,45-64,LIVINGSTON,call,lpv,10
Hispanic,F,45-64,KALAMAZOO,mail,lpv,194
Asian,M,45-64,GLADWIN,call,lpv,3
Caucasian,M,65+,ISABELLA,postcards,lpv,14
Unknown,F,18-29,GRATIOT,text,lpv,10
Black,F,18-29,OTTAWA,call,lpv,148
Black,M,65+,MUSKEGON,text,scomi,9
Black,M,30-44,JACKSON,mail,lpv,19
Asian,M,18-29,OAKLAND,text,oakland prosecutor,55
Hispanic,M,18-29,MASON,text,lpv,55
Caucasian,M,65+,LIVINGSTON,text,scomi,19
Caucasian,M,45-64,BRANCH,call,lpv,4
Hispanic,M,45-64,MANISTEE,call,lpv,29
Caucasian,F,30-44,LAPEER,text,oakland county prosecutor race,15
Caucasian,F,18-29,WAYNE,phone,oakland,26
Caucasian,M,45-64,GRAND TRAVERSE,phone,oakland prosecutor,2
Unknown,M,30-44,ISABELLA,call,lpv,27
Caucasian,F,65+,SAGINAW,call,lpv,29
Caucasian,M,18-29,MONTMORENCY,text,scomi,2
Black,F,65+,ALLEGAN,text,lpv,9
Caucasian,M,30-44,HILLSDALE,text,scomi,4
Caucasian,F,45-64,MONTMORENCY,text,oakland,1
Hispanic,U,18-29,KENT,text,lpv,20
Caucasian,F,65+,INGHAM,text,oakland county prosecutor race,6
Caucasian,F,30-44,KENT,text,oakland county prosecutor race,23
Asian,M,65+,MACOMB,text,oakland county prosecutor race,4
Hispanic,M,18-29,WASHTENAW,postcards,lpv,14
Caucasian,M,65+,OCEANA,text,scomi,6
Unknown,M,45-64,GLADWIN,call,lpv,3
Caucasian,M,30-44,BRANCH,postcards,lpv,4
Asian,F,65+,IONIA,call,lpv,6
Hispanic,F,65+,OCEANA,text,scomi,2
Hispanic,M,45-64,KENT,postcards,lpv,18
Caucasian,F,18-29,CHARLEVOIX,text,oakland,2
Caucasian,M,45-64,ALCONA,text,oakland county prosecutor race,1
Caucasian,F,30-44,IONIA,text,oakland county prosecutor race,8
Caucasian,M,65+,KALAMAZOO,text,oakland county prosecutor race,1
Hispanic,M,30-44,SAGINAW,text,oakland county prosecutor race,4
Unknown,F,18-29,ST. CLAIR,postcards,lpv,2
Unknown,F,18-29,ANTRIM,call,lpv,1
Hispanic,F,45-64,BENZIE,call,lpv,3
Caucasian,M,30-44,GRAND TRAVERSE,text,oakland,5
Hispanic,F,18-29,BARAGA,call,lpv,3
Caucasian,F,45-64,OTSEGO,text,lpv,252
Black,M,30-44,OAKLAND,mail,lpv,9296
Hispanic,M,45-64,SAGINAW,text,lpv,3147
Caucasian,M,30-44,CLINTON,text,lpv,2936
Black,U,18-29,BERRIEN,text,lpv,9
Caucasian,M,65+,MARQUETTE,text,lpv,418
Hispanic,F,18-29,ST. CLAIR,text,lpv,385
Caucasian,M,65+,IOSCO,text,lpv,287
Caucasian,F,65+,ALCONA,text,lpv,174
